route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (06-30-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (08-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (09-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (11-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (13-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (15-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (17-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (19-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_O (21-00-00),P_O_14_CA075_O_shape,P_O_14_CA075_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (06-30-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (08-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (09-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (11-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (13-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (15-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (17-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (19-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA075_R (21-00-00),P_O_14_CA075_R_shape,P_O_14_CA075_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (06-30-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (08-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (09-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (11-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (13-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (15-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (17-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (19-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_O (21-00-00),P_O_14_CA076_O_shape,P_O_14_CA076_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (06-30-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (08-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (09-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (11-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (13-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (15-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (17-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (19-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA076_R (21-00-00),P_O_14_CA076_R_shape,P_O_14_CA076_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (06-30-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (08-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (09-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (11-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (13-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (15-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (17-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (19-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_O (21-00-00),P_O_14_CA077_O_shape,P_O_14_CA077_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (06-30-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (08-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (09-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (11-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (13-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (15-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (17-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (19-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA077_R (21-00-00),P_O_14_CA077_R_shape,P_O_14_CA077_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (06-30-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (08-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (09-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (11-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (13-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (15-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (17-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (19-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_O (21-00-00),P_O_14_CA078_O_shape,P_O_14_CA078_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (06-30-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (08-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (09-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (11-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (13-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (15-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (17-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (19-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA078_R (21-00-00),P_O_14_CA078_R_shape,P_O_14_CA078_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (06-30-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (08-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (09-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (11-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (13-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (15-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (17-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (19-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA079_O (21-00-00),P_O_14_CA079_O_shape,P_O_14_CA079_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (06-30-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (08-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (09-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (11-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (13-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (15-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (17-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (19-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_O (21-00-00),P_O_14_CA080_O_shape,P_O_14_CA080_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (06-30-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (08-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (09-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (11-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (13-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (15-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (17-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (19-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA080_R (21-00-00),P_O_14_CA080_R_shape,P_O_14_CA080_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (06-30-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (08-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (09-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (11-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (13-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (15-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (17-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (19-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_O (21-00-00),P_O_14_CA081_O_shape,P_O_14_CA081_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (06-30-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (08-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (09-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (11-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (13-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (15-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (17-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (19-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA081_R (21-00-00),P_O_14_CA081_R_shape,P_O_14_CA081_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (06-30-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (08-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (09-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (11-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (13-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (15-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (17-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (19-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_O (21-00-00),P_O_14_CA082_O_shape,P_O_14_CA082_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (06-30-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (08-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (09-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (11-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (13-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (15-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (17-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (19-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA082_R (21-00-00),P_O_14_CA082_R_shape,P_O_14_CA082_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (06-30-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (08-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (09-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (11-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (13-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (15-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (17-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (19-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA083_O (21-00-00),P_O_14_CA083_O_shape,P_O_14_CA083_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (06-30-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (08-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (09-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (11-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (13-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (15-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (17-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (19-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_O (21-00-00),P_O_14_CA084_O_shape,P_O_14_CA084_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (06-30-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (08-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (09-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (11-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (13-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (15-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (17-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (19-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA084_R (21-00-00),P_O_14_CA084_R_shape,P_O_14_CA084_R,0
P_O_14_CA056,Ground_Daily,P_O_14_CA085_O (06-30-00),P_O_14_CA085_O_shape,P_O_14_CA085_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA085_O (08-00-00),P_O_14_CA085_O_shape,P_O_14_CA085_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA085_O (09-00-00),P_O_14_CA085_O_shape,P_O_14_CA085_O,0
P_O_14_CA056,Ground_Daily,P_O_14_CA085_O (11-00-00),P_O_14_CA085_O_shape,P_O_14_CA085_O,0
