stop_id,stop_name,stop_lat,stop_lon,district_name,population,pop_density_sqkm
scrolled.firming.difficult,Al Sayeda Khadija Mosque - Al Hegaz Street,30.117786,31.355661,,,
sweep.shun.watched,Al Sayeda Khadija Mosque - Al Hegaz Street,30.118055,31.355474,,,
deals.glare.presented,Al Sayeda Nafeesa Bus Station,30.020191,31.25143,,,
weaned.invent.sparkles,Al Sayeda Nafeesa Bus Station,30.019945,31.251179,,,
chum.composers.digitally,Al Sayeda Safeya Mosque - Salah Salem,30.08379,31.321436,,,
testers.bill.nametag,Al Sayeda Safeya Mosque - Salah Salem,30.083628,31.321547,,,
inhales.claims.demotion,Al Sayeda Zeinab,30.033152,31.241777,,,
waving.shrug.bulk,Al Sayeda Zeinab,30.032047,31.243006,,,
tablets.quite.latitudes,Al Sayeda Zeinab District Presidency,30.030712,31.247993,,,
iterative.sleeps.divorcing,Al Sekka - Ring Road,30.07944,31.183414,,,
pacifist.harp.stiletto,Al Sekka - Ring Road,30.07923,31.183447,,,
issued.amps.hungry,Al Sekka Al Hadid Sporting Club - Nasr City,30.058617,31.303406,,,
pounces.blotting.implanted,Al Sekka Al Hadid Sporting Club - Nasr City,30.058971,31.302876,,,
throat.manages.binder,Al Sekka Al Hadid Sporting Club - Nasr City,30.058533,31.302467,,,
calendars.weaned.objective,Al Serag Mall,30.051353,31.346632,,,
marine.bride.wagers,Al Shaarawy Street - Shubra Al Kheima,30.133667,31.277643,,,
bunk.loser.loaning,Al Shabab - Al Tagneed,29.984213,31.111347,,,
shrugging.nervy.inflation,Al Shabab - Al Tagneed,29.984228,31.111443,,,
elbowing.roof.establish,Al Shabab Entrance - 1st Settlement,30.052444,31.452364,New Cairo City,5712885.0,15000.0
elbowing.roof.establish,Al Shabab Entrance - 1st Settlement,30.052444,31.452364,New Cairo City,5712885.0,15000.0
elbowing.roof.establish,Al Shabab Entrance - 1st Settlement,30.052444,31.452364,New Cairo City,5712885.0,15000.0
elbowing.roof.establish,Al Shabab Entrance - 1st Settlement,30.052444,31.452364,New Cairo City,5712885.0,15000.0
replied.easygoing.snail,Al Shaboory Canal Station,30.132582,31.281689,,,
tastier.clinking.chilling,Al Shaboory Canal Station,30.132423,31.281706,,,
equal.paradise.freezers,Al Shabrawy - Al Mansoreya Road,29.989964,31.134977,,,
incurring.expecting.wacky,Al Shaheed Axis,30.02398,31.343203,,,
moon.chickens.thousands,Al Shaheed Axis,30.0231,31.3442,,,
roofed.snowy.implore,Al Shaheed Axis Pedestrian Bridge,30.031593,31.335361,,,
boil.neatly.plenty,Al Shaheed Mosque - Marg,30.153336,31.330456,,,
custard.zaps.kitten,Al Shaheed Square - Obour,30.258307,31.469707,,,
reflector.gourmet.tarred,Al Shaheed Square - Obour,30.258167,31.469997,,,
circus.seriously.credited,Al Shaq steps - Autostrad,29.953848,31.287386,,,
redeeming.archives.genetics,Al Shaq steps - Autostrad,29.953852,31.28719,,,
farmland.slime.scariest,Al Sharabeya Bus Station,30.079042,31.261091,,,
pipeline.necklaces.trickle,Al Shari' Al Gadeed Station - Bahteem,30.135145,31.270947,,,
steep.obtain.pipeline,Al Shari' Al Gadeed Station - Bahteem,30.135593,31.270979,,,
champions.stages.award,Al Sheikh Agamy - Marg,30.195812,31.35285,,,
arise.chatting.crouches,Al Sheikh Mansour,30.145397,31.331627,,,
microchip.pictures.grad,Al Sheikh Mansour,30.151405,31.335312,,,
harnessed.radically.lows,Al Sheikh Parking - Ahmed Helmy St,30.094118,31.255999,,,
nightfall.facing.tailors,Al Sheikh Parking - Ahmed Helmy St,30.094103,31.256134,,,
cracker.cookbooks.colder,Al Sherif Mosque - Al Manial,30.016163,31.224783,,,
straddled.access.prevents,Al Shimy Car Center - Hadayeq Al Qobba,30.093586,31.288649,,,
works.majors.engine,Al Shimy Car Center - Hadayeq Al Qobba,30.09364,31.288507,,,
kebab.landmark.pacifist,Al Shorouq Academy Entrance,30.108433,31.611786,,,
venue.tilts.ignore,Al Shorouq Academy Entrance,30.108303,31.612448,New Cairo City,5712885.0,15000.0
venue.tilts.ignore,Al Shorouq Academy Entrance,30.108303,31.612448,New Cairo City,5712885.0,15000.0
venue.tilts.ignore,Al Shorouq Academy Entrance,30.108303,31.612448,New Cairo City,5712885.0,15000.0
venue.tilts.ignore,Al Shorouq Academy Entrance,30.108303,31.612448,New Cairo City,5712885.0,15000.0
gems.roaming.cubs,Al Shorouq City Authority Steps,30.158062,31.607248,,,
grudging.burden.sprint,Al Shorouq City Authority Steps,30.157965,31.607307,,,
hesitate.looks.obtain,Al Shorouq Club - Nile Courniche,29.945848,31.269627,,,
strictest.fussed.gates,Al Shorouq Club - Nile Courniche,29.945614,31.269749,,,
lifestyle.betraying.guards,Al Shorouq Entrance 3,30.110067,31.670498,,,
soils.unfocused.buzzing,Al Shorouq Entrance 3,30.109783,31.671469,New Cairo City,5712885.0,15000.0
soils.unfocused.buzzing,Al Shorouq Entrance 3,30.109783,31.671469,New Cairo City,5712885.0,15000.0
soils.unfocused.buzzing,Al Shorouq Entrance 3,30.109783,31.671469,New Cairo City,5712885.0,15000.0
soils.unfocused.buzzing,Al Shorouq Entrance 3,30.109783,31.671469,New Cairo City,5712885.0,15000.0
megawatt.drip.elect,Al Shorouq Hospital - 15th of May St,30.11874,31.266876,,,
premiums.juicy.downturn,Al Shorouq Hospital - 15th of May St,30.118591,31.26701,,,
craftsman.shin.wells,Al Shorouq Housing Complex Entrance,30.067125,31.360275,,,
inspects.shin.inclined,Al Shorouq Housing Complex Entrance,30.06711,31.360397,,,
detect.wounds.bookings,Al Shorouq School,30.166433,31.651596,,,
nerd.emperor.picnic,Al Shorouq School,30.166296,31.651455,,,
acre.vaccines.generally,Al Shorouq Water Station,30.161472,31.621674,,,
retiring.hulk.euphoric,Al Shorouq Water Station,30.161575,31.621534,,,
political.harsh.offstage,Al Soltan Hassan Mosque,30.031046,31.257513,,,
slings.merge.plant,Al Soltan Hassan Mosque,30.031393,31.256714,,,
flickers.supreme.crystals,Al Souq Bus Station - Moqattam,30.011332,31.331722,,,
perkily.fortress.proves,Al Souq Bus Station - Moqattam,30.011248,31.332712,,,
liability.wording.beauty,Al Sudan Steps - 26th of July Mehwar,30.059341,31.18976,,,
obtain.blatantly.icicles,Al Taawon - Haram St,29.995722,31.164904,,,
worm.directly.novels,Al Taawon - Haram St,29.99567,31.165176,,,
clattered.young.super,Al Taawon Gas Station - Al Shabab Street - Obour,30.247614,31.45895,,,
exhaling.stapled.enormous,Al Tabba - 6th of October,29.991407,30.95497,,,
singers.thrashing.menswear,Al Tabba - Nasr City,30.058405,31.379938,,,
unite.cookers.king,Al Tabba - Nasr City,30.05832,31.380188,,,
melons.composts.begins,Al Tadreeb Gate - Teraet Al Ismaili St,30.11002,31.269814,,,
stud.awaited.bonfires,Al Tadreeb Gate - Teraet Al Ismaili St,30.10991,31.26968,,,
bulletins.armful.saturate,Al Tagneed Terminal,29.980846,31.112457,,,
operating.specifies.dishing,Al Talateeny - Al Lebeny St,29.982605,31.153406,,,
slim.jogged.woodstove,Al Talateeny - Al Lebeny St,29.982693,31.153534,,,
scars.suddenly.fruitcake,Al Talbeya Steps - Ring Road,29.986698,31.188534,,,
starter.smug.reseller,Al Talbeya Steps - Ring Road,29.986858,31.188484,,,
emulated.equipping.pine,Al Tarfaya - Dahshour,29.830564,31.274782,,,
bracelet.bead.arise,Al Tawba Mosque - Abu Al Nomros,29.929398,31.259315,,,
estimated.swanky.wheat,Al Tawba Mosque - Abu Al Nomros,29.929361,31.259226,,,
dabbling.melons.simulations,Al Tawheed Mosque - 1st Settlement,30.061687,31.461777,New Cairo City,5712885.0,15000.0
dabbling.melons.simulations,Al Tawheed Mosque - 1st Settlement,30.061687,31.461777,New Cairo City,5712885.0,15000.0
dabbling.melons.simulations,Al Tawheed Mosque - 1st Settlement,30.061687,31.461777,New Cairo City,5712885.0,15000.0
dabbling.melons.simulations,Al Tawheed Mosque - 1st Settlement,30.061687,31.461777,New Cairo City,5712885.0,15000.0
durations.dormant.afford,Al Tawheed Mosque - Al Zaytoun,30.100172,31.290648,,,
imperious.warnings.hurtles,Al Tawheed Wal Nour - Abbas Al Akkad,30.056213,31.338306,,,
squeezed.songbird.elbow,Al Tawheed Wal Nour - Abbas Al Akkad,30.056187,31.338074,,,
loosens.improving.trappings,Al Tawheed Wal Nour - Al Geish Street,30.060593,31.264593,,,
riverside.space.dogs,Al Tawheed Wal Nour - Al Geish Street,30.060656,31.264553,,,
ages.reclining.sprain,Al Tawheed Wal Nour - Al Nozha Street - Heliopolis,30.090267,31.341406,,,
perplexed.chainsaw.oppose,Al Tawheed Wal Nour - Al Nozha Street - Heliopolis,30.090591,31.34103,,,
piano.threading.limp,Al Tawheed Wal Nour - Al Sayeda Zeinab,30.035936,31.247921,,,
ratty.spin.handbook,Al Tawheed Wal Nour - Al Sayeda Zeinab,30.03587,31.247982,,,
uppermost.knots.likes,Al Tawheed Wal Nour - Al Waili,30.094498,31.288975,,,
coins.sparrows.profiled,Al Tawheed Wal Nour - Autostrad Maadi,29.961706,31.287447,,,
task.exploring.mainframe,Al Tawheed Wal Nour - Autostrad Maadi,29.961756,31.287579,,,
blaring.helpless.compress,Al Tawheed Wal Nour - Faisal St,29.992489,31.143232,,,
suitably.scarred.canines,Al Tawheed Wal Nour - Faisal St,29.992393,31.143328,,,
mainland.beside.producers,Al Tawheed Wal Nour - Gamal Abd El Nasser St - Warraq,30.09628,31.223362,,,
moved.formless.policy,Al Tawheed Wal Nour - Gamal Abd El Nasser St - Warraq,30.096283,31.22344,,,
hope.stockpile.safety,Al Tawheed Wal Nour - Merryland,30.100769,31.324593,,,
warns.verge.loafing,Al Tawheed Wal Nour - Merryland,30.100578,31.324722,,,
marine.beam.lifeguard,Al Tawheed Wal Nour - Mostafa Al Nahas,30.054716,31.346083,,,
parading.frost.melons,Al Tawheed Wal Nour - Mostafa Al Nahas,30.054607,31.346369,,,
romance.screeches.stores,Al Tawheed Wal Nour - Obour,30.19898,31.457628,,,
unfocused.peanut.overcomes,Al Tawheed Wal Nour - Obour,30.199045,31.457785,,,
nails.buyers.mend,Al Tayaran - Mostafa Al Nahas,30.052677,31.327213,,,
wrong.refuse.indulgent,Al Tayaran - Mostafa Al Nahas,30.052464,31.32708,,,
convey.become.retrain,Al Thawra Hospital,30.090816,31.325806,,,
inefficient.smarting.ages,Al Thawra Hospital,30.090714,31.325777,,,
boarding.soonest.graced,Al Tibeen,29.789633,31.296234,,,
deranged.giants.graver,Al Tibeen,29.790243,31.29775,,,
perkily.hurray.comforted,Al Tibeen,29.788101,31.295866,,,
manuals.juggles.bibs,Al Tibeen (Madinat Al Solb),29.781528,31.309252,,,
elastic.glow.ruling,Al Toob Al Ramly,30.038887,31.359394,,,
overdone.alternate.town,Al Toob Al Ramly,30.038994,31.359512,,,
fetch.rollers.liquid,Al Torgoman,30.060595,31.23757,,,
mixer.aimlessly.camp,Al Torgoman,30.060507,31.23749,,,
jelly.amps.elbowing,Al Wafaa Wal Amal City,30.038244,31.355278,,,
leans.dabbling.rocked,Al Waha Compound - Al Shorouq,30.143555,31.661762,,,
lung.counters.whiplash,Al Waha Compound - Al Shorouq,30.14357,31.661917,,,
ripples.bandaged.awoke,Al Ward St - Mansoureyya Rd,29.967728,31.146627,,,
taxed.spades.funds,Al Ward St - Mansoureyya Rd,29.967644,31.146423,,,
dwell.tanks.searching,Al Warraq,30.121422,31.20168,,,
thickens.grace.solo,Al Warraq,30.121399,31.20147,,,
inched.facelift.bars,Al Warraq Bus Station,30.107075,31.213226,,,
waltzed.splints.grudges,Al Warraq Bus Station,30.107082,31.213411,,,
debut.hunter.bashful,Al Warraq Central Hospial,30.093447,31.214027,,,
radiates.bouncing.goat,Al Warraq Central Hospial,30.09315,31.213753,,,
inversion.occurs.traffic,Al Warraq Exit - Ring Road,30.125515,31.20174,,,
smiling.innocence.ordering,Al Warraq Exit - Ring Road,30.12554,31.20152,,,
webcams.doted.fled,Al Warraq Exit - Ring Road,30.119043,31.202131,,,
cobras.mailers.restless,Al Warraq Ferry,30.105005,31.220545,,,
mills.lows.dream,Al Warraq Ferry,30.10492,31.22048,,,
potato.shadows.blunders,Al Warraq Water Station,30.114674,31.209661,,,
trappings.collide.wakes,Al Warraq Water Station,30.114658,31.209566,,,
crouch.basic.hourglass,Al Wehda Bus Station - Imbaba,30.08687,31.217087,,,
degrading.first.confronts,Al Wehda Bus Station - Imbaba,30.086967,31.217117,,,
fonts.swooning.soak,Al Wehda Bus Station - Imbaba,30.086967,31.216597,,,
pigs.remit.booms,Al Wekala - Nile Courniche,30.059055,31.228006,,,
routs.holly.minds,Al Wekala - Nile Courniche,30.059196,31.228071,,,
goodbyes.slumped.rival,Al Zatoun School - Heliopolis,30.110527,31.315374,,,
snares.humans.webcams,Al Zawya Al Hamra,30.098576,31.26222,,,
monument.remove.baths,Al Zawya Youth Center,30.101606,31.265688,,,
agency.dignity.handle,Alex Bank - Hegaz,30.0968,31.319414,,,
similar.slice.testy,Alex Bank - Hegaz,30.096638,31.319603,,,
spoiler.lollipop.itself,Alexandria Desert Road Exit - Ring Road,29.998688,31.116833,,,
massaging.anode.dusty,Alexandria Desert Road Steps - 26th of July Mehwar,30.048061,31.05442,,,
carriage.says.rectangular,Alf Maskan,30.118582,31.340498,,,
eyelashes.overtones.enlighten,Alf Maskan,30.119146,31.339767,,,
neckline.sediment.fond,Alf Maskan,30.118689,31.340864,,,
piglet.treating.snowstorm,Alf Maskan,30.121021,31.340454,,,
plant.clocking.landlords,Alf Maskan,30.118958,31.339884,,,
slid.ratio.repeats,Alf Maskan,30.121344,31.339989,,,
defenders.manliness.revamped,Alfa Lab - Manial,30.023283,31.225885,,,
defining.talkative.complains,Alfa Market - Nile Courniche,29.962238,31.246304,,,
waddle.airports.ballooned,Alfa Market - Nile Courniche,29.962225,31.246172,,,
bead.jingles.describe,Ali Abdel Halim St - Tahrir St,30.039158,31.215902,,,
relies.pasta.insect,Ali Abdel Halim St - Tahrir St,30.03926,31.215837,,,
juggled.slung.talkative,Ali Al Sheikh Tower - Abboud,30.10118,31.256067,,,
reputable.ships.flight,Ali Al Sheikh Tower - Abboud,30.101057,31.255949,,,
announced.apricot.bridges,Ali Basha Street,30.036186,31.255049,,,
mincing.hippy.downfield,Ali Basha Street,30.03629,31.255081,,,
streaking.reforming.tucked,Almaza Bridge - End,30.08042,31.360945,,,
childcare.angle.sorry,Almaza Bridge - Start,30.080095,31.360907,,,
inversion.dime.exists,American University in Cairo (AUC) - New Cairo,30.009804,31.523787,New Cairo City,5712885.0,15000.0
inversion.dime.exists,American University in Cairo (AUC) - New Cairo,30.009804,31.523787,New Cairo City,5712885.0,15000.0
inversion.dime.exists,American University in Cairo (AUC) - New Cairo,30.009804,31.523787,New Cairo City,5712885.0,15000.0
inversion.dime.exists,American University in Cairo (AUC) - New Cairo,30.009804,31.523787,New Cairo City,5712885.0,15000.0
usual.array.bike,American University in Cairo (AUC) - New Cairo,30.009653,31.523523,New Cairo City,5712885.0,15000.0
usual.array.bike,American University in Cairo (AUC) - New Cairo,30.009653,31.523523,New Cairo City,5712885.0,15000.0
usual.array.bike,American University in Cairo (AUC) - New Cairo,30.009653,31.523523,New Cairo City,5712885.0,15000.0
usual.array.bike,American University in Cairo (AUC) - New Cairo,30.009653,31.523523,New Cairo City,5712885.0,15000.0
mattress.ogre.subject,American University in Cairo Gate 1,30.025032,31.498503,New Cairo City,5712885.0,15000.0
mattress.ogre.subject,American University in Cairo Gate 1,30.025032,31.498503,New Cairo City,5712885.0,15000.0
mattress.ogre.subject,American University in Cairo Gate 1,30.025032,31.498503,New Cairo City,5712885.0,15000.0
mattress.ogre.subject,American University in Cairo Gate 1,30.025032,31.498503,New Cairo City,5712885.0,15000.0
tasks.gratuity.placidly,American University in Cairo Gate 1,30.025183,31.49882,New Cairo City,5712885.0,15000.0
tasks.gratuity.placidly,American University in Cairo Gate 1,30.025183,31.49882,New Cairo City,5712885.0,15000.0
tasks.gratuity.placidly,American University in Cairo Gate 1,30.025183,31.49882,New Cairo City,5712885.0,15000.0
tasks.gratuity.placidly,American University in Cairo Gate 1,30.025183,31.49882,New Cairo City,5712885.0,15000.0
windpipe.directly.browsers,Amin Hamada St - Petroleum St,30.14823,31.329876,,,
hexes.rainfall.other,Amir Al Shoaraa School - Giza,30.000275,31.20876,,,
match.anode.vessel,Amir Al Shoaraa School - Giza,30.00015,31.208939,,,
evolution.blurs.outbid,Amir Mall - Khaloussi,30.079182,31.247953,,,
duet.husbands.removal,Amiriyyah Bus Station,30.107508,31.29008,,,
cork.language.twitching,Ammar Bin Yasser School - Moqattam,30.002666,31.330118,,,
slept.scrolled.crafts,Ammar Bin Yasser School - Moqattam,30.002644,31.330029,,,
deferring.branched.sweetener,Amoun Fountain - Obour,30.187254,31.466995,,,
tweezers.threaten.manifests,Amoun Fountain - Obour,30.186325,31.468576,,,
sponge.observer.amplifier,Amr Ibn Al Aas Bus Station,30.009415,31.232185,,,
shiny.dusty.importers,Anas Al Wogood Cafeteria - Badrasheen,29.848698,31.270706,,,
coverings.premature.media,Ancient Egyptian Village - Al Bahr Al Aazam,29.99727,31.21464,,,
workshop.grow.hubcaps,Ancient Egyptian Village - Al Bahr Al Aazam,29.997166,31.214516,,,
according.arrive.cowboy,Antidote and Vacince - Mohandeseen,30.051065,31.209562,,,
spare.strays.behalf,Antidote and Vacince - Mohandeseen,30.050838,31.209574,,,
holidays.newsreel.reported,Arab African Bank - Haram Street,29.998188,31.171827,,,
advancing.conceals.subsystem,Arab Contractors Sporting Club - Nasr Road,30.05571,31.294613,,,
worldwide.uncle.willing,Arab Engineering & Construction Company - Shubra Al Kheima,30.13329,31.278507,,,
admires.radiates.armrests,Arab Investment Bank - Faisal St,29.991955,31.140034,,,
machinery.trials.continues,Arab Investment Bank - Faisal St,29.991861,31.140041,,,
bottom.choppers.pages,Arab Maadi,29.970665,31.270039,,,
customers.bonds.recruiter,Arab Maadi,29.969406,31.269041,,,
generally.lightly.ranges,Arab Maadi,29.969128,31.269053,,,
additives.nest.shades,Arab Specialized Hospital - Gesr Al Suez,30.126457,31.351467,,,
bands.tinsel.gentlemen,Arab Specialized Hospital - Gesr Al Suez,30.126259,31.351332,,,
darkens.clipboard.engrossed,Arab Tuweila,30.139448,31.315664,,,
basics.feasting.feast,Arabella Square,29.985586,31.430378,New Cairo City,5712885.0,15000.0
basics.feasting.feast,Arabella Square,29.985586,31.430378,New Cairo City,5712885.0,15000.0
basics.feasting.feast,Arabella Square,29.985586,31.430378,New Cairo City,5712885.0,15000.0
basics.feasting.feast,Arabella Square,29.985586,31.430378,New Cairo City,5712885.0,15000.0
searching.enveloped.outfitter,Arabella Square,29.985518,31.429955,New Cairo City,5712885.0,15000.0
searching.enveloped.outfitter,Arabella Square,29.985518,31.429955,New Cairo City,5712885.0,15000.0
searching.enveloped.outfitter,Arabella Square,29.985518,31.429955,New Cairo City,5712885.0,15000.0
searching.enveloped.outfitter,Arabella Square,29.985518,31.429955,New Cairo City,5712885.0,15000.0
egging.pints.scooters,Arayes - Maadi,29.97889,31.285913,,,
sleeper.scatter.reverses,Arayes - Maadi,29.978851,31.285719,,,
encoded.fruitcake.inefficient,Ard El Lewa - Sudan St,30.05537,31.190973,,,
photo.deranged.sourcing,Ard El Lewa - Sudan St,30.055252,31.19091,,,
alarmed.skate.mile,Ard El Lewaa,30.057407,31.18847,,,
dentistry.liked.baths,Ard Khedr Pedestrian Bridge - Shubra Al Kheima,30.129501,31.23814,,,
sharpened.populate.cave,Ard Khedr Pedestrian Bridge - Shubra Al Kheima,30.129261,31.238634,,,
bend.town.unafraid,Arkadia Mall,30.069899,31.226944,,,
domain.shots.sprays,Arkadia Mall,30.069885,31.226824,,,
slouched.disengage.revised,Armed Forces College Of Medicine,30.086878,31.303644,,,
beaters.excuse.pocketed,Armed Forces Medical Complex - Kobry Al Qobba,30.086048,31.297905,,,
padding.impeached.hotels,Armed Forces Medical Complex - Kobry Al Qobba,30.085926,31.29804,,,
attending.setting.gather,Arts Academy Transistor Station - Omraneyya,29.998335,31.200027,,,
louder.imparts.burst,Asfour Mosque - Ibrahim Bek,30.124979,31.259953,,,
sweeter.engrossed.deliver,Asfour Mosque - Ibrahim Bek,30.124855,31.25972,,,
workflow.mixers.raced,Ashrafco Tyres - Nasr City,30.050438,31.319334,,,
guidebook.adopters.scoots,Asmarat Bus Station,29.991255,31.344364,,,
powers.patching.warm,Asmarat Bus Station,29.991201,31.344263,,,
project.highbrow.speeding,Aswan Pedestrian Bridge - Shubra Al Kheima,30.110748,31.275839,,,
tonal.much.prosper,Aswan Pedestrian Bridge - Shubra Al Kheima,30.110903,31.276033,,,
expensive.nooks.moderated,Ataba,30.054266,31.248539,,,
fallback.jetted.tapers,Ataba,30.052296,31.249687,,,
feeds.shuffles.exclaim,Ataba,30.051554,31.250483,,,
fingernails.folks.releasing,Ataba,30.0536,31.246878,,,
quitter.guesswork.laptop,Ataba,30.05327,31.247133,,,
register.beakers.magazines,Ataba,30.05151,31.250525,,,
relegate.song.soldiers,Atfal Misr Hospital - Abou Al Reesh,30.026718,31.235876,,,
went.adding.vegetable,Athar Al Naby Bus Station - Dar El Salam,29.98894,31.234833,,,
evenings.isolating.tangible,Atlas Pharmacy - Atlas St,29.834808,31.348913,,,
banks.fragment.ushering,Audi Bank - Salah Salem,30.076338,31.309982,,,
ears.bitter.commit,Audi Bank - Salah Salem,30.076632,31.309896,,,
majors.smoker.secure,Audi Bank - Salah Salem,30.07672,31.309793,,,
comfort.ringside.zoom,Autostrad - Al Moneeb Axis,29.994051,31.281534,,,
shots.suiting.drifting,Autostrad - Al Moneeb Axis,29.994602,31.280895,,,
divisions.inherits.visit,Awsim,30.12539,31.134035,,,
starfish.crumb.quilt,Awsim,30.12545,31.13358,,,
craziest.shifting.grad,Awwal Abbas Al Akkad,30.068712,31.33595,,,
soak.reset.drainage,Awwal Abbas Al Akkad,30.068344,31.336617,,,
stolen.corded.bind,Awwal Abbas Al Akkad,30.068491,31.335915,,,
dividers.thing.zeal,Awwal Faisal,30.013945,31.199232,,,
include.fractions.swarm,Awwal Makram Ebeid,30.069315,31.34371,,,
mainland.owned.swift,Awwal Makram Ebeid,30.069544,31.343733,,,
regal.married.editor,Awwal Makram Ebeid,30.06799,31.34375,,,
baseballs.airports.followers,Awwel Al Eshreen (Zenin),30.030329,31.183424,,,
bells.occupations.cleans,Awwel Al Zawya Bus Station,30.092579,31.275888,,,
climbing.matchbox.treatable,Awwel Al Zawya Bus Station,30.092993,31.276062,,,
lawfully.heavy.joyously,Awwel Al Zawya Bus Station,30.092615,31.275766,,,
maximum.singles.logbook,Awwel Al Zawya Bus Station,30.093048,31.275934,,,
registers.pillows.spins,Awwel Al Zawya Bus Station,30.093092,31.276104,,,
seagulls.ulterior.crust,Awwel Al Zawya Bus Station,30.093498,31.27626,,,
ally.cable.selection,Azhar University City for Boys,30.05033,31.315704,,,
decorator.dices.group,Azhar University City for Boys,30.050077,31.316458,,,
crumple.learns.these,Azhari Institute - Ahmed Helmy St,30.069838,31.253277,,,
health.device.systems,B Tech - Ahmed Oraby St,30.067122,31.19948,,,
unwraps.heightens.tagging,B Tech - Ahmed Oraby St,30.067488,31.199842,,,
responded.paying.runner,Bab Al Fotouh - Al Gamalia,30.05598,31.262964,,,
squeaking.afford.slanting,Bab Al Fotouh - Al Gamalia,30.056015,31.263086,,,
caressed.means.mobile,Bab Al Karim Mosque - Nahya,30.044662,31.181973,,,
glance.serious.types,Bab Al Karim Mosque - Nahya,30.04473,31.181976,,,
bluffing.cafe.stance,Bab Al Khalq - Qalaa St,30.039648,31.253832,,,
reply.sidelined.curvy,Bab Al Nasr- Al Gamalia,30.054354,31.26539,,,
stormy.disposal.crossings,Bab Al Nasr- Al Gamalia,30.054308,31.265255,,,
axed.trout.upwardly,Bab Al Shaaria Square,30.054953,31.257505,,,
conductor.cuter.carpets,Bab Al Shaaria Square,30.054777,31.257803,,,
warmers.besotted.exhaling,Bab Al Shaaria Square,30.055357,31.257668,,,
teachers.overlooks.sapping,Bab Al Shaereyya Girls Elementary School,30.061977,31.261244,,,
mouse.apart.catching,Bab Al Shaereyya Hospital,30.060572,31.26049,,,
until.abundance.puppy,Bab Al Sheareyya Metro Station,30.053122,31.255285,,,
combative.amended.arrival,Badr,30.135027,31.734587,,,
spin.napping.quickened,Badr,30.135859,31.735222,,,
wingspans.indecency.softener,Badr,30.135347,31.735176,,,
oppose.texted.clef,Badr Land,30.128847,31.36723,,,
owned.soils.guess,Badr Land,30.129065,31.367178,,,
chugging.ranked.works,Badr Pharmacy - Helwan Courniche,29.81646,31.30071,,,
notifying.blunders.gobbling,Badr Pharmacy - Helwan Courniche,29.816504,31.30059,,,
diagonally.skims.extroverts,Badr Waste Area,30.132702,31.706966,,,
ferries.richly.endorphin,Badr Waste Area,30.132751,31.70702,,,
schooling.avoid.changing,Badrasheen - Moneeb Bus Station,29.852234,31.277987,,,
websites.boarded.insisting,Badrasheen Bus Station,29.847404,31.276052,,,
eggplants.testers.fortunate,Badrashen,29.84522,31.276886,,,
emperor.grinders.liberated,Bahteem,30.157246,31.280693,,,
motorist.emptied.glove,Bahteem,30.157566,31.280933,,,
armful.inert.landowner,Bahteem Specialized Hospital For Surgery,30.14473,31.277905,,,
glance.push.reporters,Bahteem Specialized Hospital For Surgery,30.144743,31.277752,,,
ketchup.contacts.impulsive,Bahteem Square Station,30.141333,31.277658,,,
occur.nowadays.spout,Bahteem Square Station,30.141485,31.27754,,,
breed.firewall.drives,Banha University - Obour,30.244682,31.459343,,,
conspired.dressings.marching,Bank Al Etihad - South Teseen Street,30.01639,31.420664,New Cairo City,5712885.0,15000.0
conspired.dressings.marching,Bank Al Etihad - South Teseen Street,30.01639,31.420664,New Cairo City,5712885.0,15000.0
conspired.dressings.marching,Bank Al Etihad - South Teseen Street,30.01639,31.420664,New Cairo City,5712885.0,15000.0
conspired.dressings.marching,Bank Al Etihad - South Teseen Street,30.01639,31.420664,New Cairo City,5712885.0,15000.0
moguls.pictured.rural,Bank Area (Bonook) - 5th Settlement,30.016405,31.427969,New Cairo City,5712885.0,15000.0
moguls.pictured.rural,Bank Area (Bonook) - 5th Settlement,30.016405,31.427969,New Cairo City,5712885.0,15000.0
moguls.pictured.rural,Bank Area (Bonook) - 5th Settlement,30.016405,31.427969,New Cairo City,5712885.0,15000.0
moguls.pictured.rural,Bank Area (Bonook) - 5th Settlement,30.016405,31.427969,New Cairo City,5712885.0,15000.0
recline.burden.snuggle,Bank Area (Bonook) - 5th Settlement,30.016113,31.427958,New Cairo City,5712885.0,15000.0
recline.burden.snuggle,Bank Area (Bonook) - 5th Settlement,30.016113,31.427958,New Cairo City,5712885.0,15000.0
recline.burden.snuggle,Bank Area (Bonook) - 5th Settlement,30.016113,31.427958,New Cairo City,5712885.0,15000.0
recline.burden.snuggle,Bank Area (Bonook) - 5th Settlement,30.016113,31.427958,New Cairo City,5712885.0,15000.0
bonfires.often.native,Banque Misr - Abbas Al Akkad,30.058466,31.337744,,,
breathy.regal.intent,Banque Misr - Abbas Al Akkad,30.058485,31.337973,,,
slowness.series.unleashed,Banzion - Masarra,30.071722,31.244959,,,
falters.weary.nurture,Barageel,30.075079,31.163925,,,
panic.newsstand.jetting,Barageel,30.07496,31.163914,,,
failed.train.bleaker,Barageel (Ring Road),30.072031,31.175682,,,
sprain.profiled.pebble,Barageel (Ring Road),30.071934,31.176071,,,
stared.expecting.fried,Barageel (Ring Road),30.072113,31.175388,,,
sulked.bypassed.silver,Barageel (Ring Road),30.07199,31.175827,,,
models.skim.variously,Baron Mall Pedestrian Bridge,29.981976,31.338408,,,
