stop_id,stop_name,stop_lat,stop_lon,district_name,population,pop_density_sqkm
twig.brimmed.growth,Faisal Islamic Bank - Tahrir St,30.03976,31.21816,,,
custodian.heads.vitamins,Faisal Metro Station,30.016756,31.204502,,,
stow.responded.belt,Faisal Microbus Station,29.99369,31.14715,,,
camper.painting.sleepers,Faisal Street - Al Marioteya Road,29.993595,31.147207,,,
landlords.furnish.blunders,Faisal Street - Al Marioteya Road,29.99388,31.147522,,,
nips.clenching.against,Faisal Tawabek,29.998194,31.159483,,,
paraded.tempting.dentistry,Faisal Tawabek,29.998377,31.159418,,,
oxidation.observe.bedroom,Falcon School - Al Shorouq,30.135359,31.663897,,,
voltage.eyelashes.tinkle,Falcon School - Al Shorouq,30.135773,31.663792,,,
disgraced.rare.setting,Farhety Hall - Port Said St,30.078896,31.26989,,,
feared.waggled.turns,Farhety Hall - Port Said St,30.078915,31.270004,,,
drooling.dunk.browsers,Farouq Square,29.957415,31.255957,,,
boggles.intervene.amps,Farouq's Corner Musuem - Helwan,29.84686,31.295645,,,
throwaway.page.suggested,Fayda Kamel,29.976025,31.258179,,,
typical.bloom.crowbar,Fayda Kamel,29.976044,31.258282,,,
sweetened.wardrobe.explains,Ferdous - Rod Al Farag,30.078747,31.235851,,,
passenger.generals.pokers,Fiat Service Center - Obour,30.179096,31.471952,,,
pinch.scooped.pegs,Fiat Service Center - Obour,30.179071,31.472136,,,
emulating.leafing.endearing,Filfil Mosque (Bashtil),30.082487,31.193096,,,
spirit.circus.mindset,Filfil Mosque (Bashtil),30.08259,31.193047,,,
applause.painting.cuddling,Fom Al Khalig,30.023077,31.230179,,,
treaties.saturate.chips,Fom Al Khalig,30.022871,31.2309,,,
splendid.shadowed.originate,Fom Al Khalig Police Station,30.024158,31.232475,,,
stove.moon.vessel,Free Zone - Nasr City,30.035183,31.347153,,,
workflow.much.mixed,Free Zone - Nasr City,30.035078,31.347145,,,
muffin.rankings.saddens,Fustat Market,30.009237,31.23143,,,
weeks.reporting.politics,Fustat Market,30.009287,31.231325,,,
prune.stow.mugs,Future School - Nasr City,30.045734,31.347544,,,
remarried.famous.fewest,Future School - Nasr City,30.045538,31.347553,,,
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0
fussed.scorching.trucks,Future University in Egypt (FUE),30.025515,31.491087,New Cairo City,5712885.0,15000.0
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0
many.hillsides.hack,Future University in Egypt (FUE),30.025234,31.490547,New Cairo City,5712885.0,15000.0
childcare.various.discusses,Galaa Bridge End - Dokki,30.04019,31.220049,,,
dream.prank.suggested,Galaa Bridge End - Dokki,30.040054,31.220165,,,
gossiping.debt.just,Galal Motors - Basateen,29.989876,31.271252,,,
solicitor.alternate.condense,Galal Motors - Basateen,29.989971,31.271044,,,
idealist.pushing.fools,Galleria 40,30.01535,31.00181,,,
acclaimed.cigar.tonic,Gamaa Street - Obour,30.2109,31.457462,,,
flux.eagles.additives,Gamal Abd Al Nasser Metro Station,30.053526,31.23882,,,
long.helpfully.output,Gamal Abd Al Nasser Metro Station,30.053915,31.23769,,,
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0
novel.zapped.scorching,Gamal Abd Al Nasser Square - 5th Settlement,29.991102,31.431713,New Cairo City,5712885.0,15000.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0
survive.sharpness.dining,Gamal Abd Al Nasser Square - 5th Settlement,29.99037,31.430653,New Cairo City,5712885.0,15000.0
promises.spillage.placed,Gamal Abd Al Nasser Steps - Ring Road,30.072231,31.175898,,,
slings.raven.flood,Gamal Abd Al Nasser Steps - Ring Road,30.072258,31.175756,,,
frosted.remains.untruth,Garage Imbaba - Madinat Al Talibat,30.07137,31.200375,,,
octagon.overlook.disposing,Garage Imbaba - Madinat Al Talibat,30.071438,31.20031,,,
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0
gilding.undertook.plunge,Gas - 5th Settlement,30.01481,31.416227,New Cairo City,5712885.0,15000.0
indulgent.bunk.dated,Gas Tech Gas Station - Faisal St,29.998543,31.15986,,,
seeing.loving.blocks,Gas Tech Gas Station - Faisal St,29.998363,31.159966,,,
suits.unloads.ranted,Gawad Hosny St - Anwar Al Sadat St,29.814964,31.380407,,,
blocking.inflating.vitals,General Administration for Zenin Filteration,30.030533,31.183414,,,
thousands.anyway.tipping,General Administration for Zenin Filteration,30.030441,31.18342,,,
reserves.commutes.steadily,Genuis International School - Kerdasa,30.009867,31.11572,,,
trickster.worldwide.inert,Genuis International School - Kerdasa,30.009825,31.115635,,,
bright.sinkhole.shaves,Gesr Al Suez - Al Qobba,30.095554,31.310822,,,
gilding.longingly.madder,Gesr Al Suez - Al Qobba,30.095737,31.310823,,,
shed.taster.drumbeat,Gesr Al Suez - Taha Hussein,30.13218,31.376968,,,
bleach.playroom.stapled,Ghamra,30.068094,31.264086,,,
imperious.blotchy.players,Ghamra,30.068172,31.263996,,,
pinches.contrived.melon,Ghamra Bridge,30.068024,31.264788,,,
titles.elaborate.encodes,Ghamra Bridge,30.068064,31.26467,,,
charted.plugs.revived,Ghamra Bridge - End,30.07322,31.267376,,,
captures.fired.sneezing,Ghamra Bridge - Start,30.073153,31.26721,,,
prominent.rafters.rewarded,Girls' College - Ain Shams University,30.08095,31.327314,,,
retailing.hopefully.fracture,Girls' College - Ain Shams University,30.081083,31.327084,,,
exhale.continues.spurted,Giza Bridge - End - Cairo University,30.017714,31.211979,,,
report.funky.third,Giza Bridge - End - Cairo University,30.017687,31.211834,,,
equity.dribble.swanky,Giza Courthouse Complex,30.010727,31.209091,,,
sounding.reckons.purchaser,Giza Courthouse Complex,30.010729,31.208992,,,
dressing.beak.finely,Giza Governorate Authority,30.008718,31.199814,,,
variation.synthetic.broth,Giza Governorate Authority,30.008799,31.19949,,,
finishers.sensitive.stitching,Giza Helwan Bus Station,30.015514,31.215265,,,
skies.remains.trade,Giza Metro Station,30.014168,31.206236,,,
shirt.ridiculed.fully,Giza Park - Bashtil,30.077002,31.193491,,,
ballooned.client.rejects,Giza Square,30.015612,31.212263,,,
blessing.profiled.stocks,Giza Square,30.016607,31.21213,,,
expert.valued.against,Giza Square,30.014404,31.209734,,,
invented.boats.scrapping,Giza Square,30.016932,31.213783,,,
lessening.afternoon.cornfield,Giza Square,30.015663,31.211855,,,
magma.result.dupe,Giza Square,30.0167,31.211948,,,
proclaims.noise.shortens,Giza Square,30.016989,31.213684,,,
ranges.overjoyed.elbow,Giza Square,30.015512,31.212114,,,
upwardly.dimension.hexes,Giza Square,30.015362,31.213758,,,
wishing.fewest.midwinter,Giza Square,30.015413,31.212458,,,
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0
blasted.quaking.prayers,Golf Square - 5th Settlement,29.99893,31.405945,New Cairo City,5712885.0,15000.0
quantity.joyously.zoom,Greek Hospital,30.066671,31.280775,,,
access.retina.hushed,Green Hills Club,30.163464,31.634192,,,
random.walked.simulations,Green Hills Club,30.163193,31.634195,,,
massaged.librarian.imposes,Habitat - Obour,30.188974,31.465927,,,
sharpened.promotion.handyman,Habitat - Obour,30.189232,31.465961,,,
deploying.rats.thrashed,Hadaba Wosta Bus Station,30.009562,31.338305,,,
losing.handed.atoms,Hadaba Wosta Bus Station,30.010624,31.339434,,,
scored.gain.marching,Hadaba Wosta Bus Station,30.00973,31.339993,,,
spenders.headline.defected,Hadabet Al Ahram,29.971304,31.108694,,,
usages.modern.crypt,Hadabet Al Ahram,29.971317,31.108582,,,
quirky.regret.locked,Hadayek Al Ahram Gate 3,29.948486,31.095268,,,
breezy.stirs.skirt,Hadayek Al Qobba Station,30.087132,31.289618,,,
catching.exotic.cheese,Hadayek Al Qobba Station,30.087095,31.29037,,,
bind.yoga.regrowth,Hadayek Al Qobba Youth Center,30.08954,31.285679,,,
often.woods.scribbled,Hadayek Al Qobba Youth Center,30.089434,31.285616,,,
scrum.sunblock.aviation,Hadayek Al Qobba Youth Center,30.089594,31.285381,,,
oval.dives.lobbed,Hadayeq Al Qobba Police Station,30.092829,31.28806,,,
than.lighters.mass,Hadayeq Al Zaytoun School - Matareya St,30.109743,31.30392,,,
winter.robes.novel,Hadayeq Al Zaytoun School - Matareya St,30.109734,31.304007,,,
costly.stiffly.training,Hadayeq Helwan Bus Station,29.892954,31.298574,,,
rehearsal.according.perfect,Hall 1 - Cairo Airport,30.124722,31.40245,,,
cries.traps.tour,Hall 3 - Cairo Airport,30.12284,31.402615,,,
cowboys.woof.bypassed,Hall 4 - Cairo Airport,30.124031,31.397747,,,
menswear.electrode.sprouts,Haram Marioteya,29.989735,31.149443,,,
mingles.worlds.rocket,Haram Marioteya,29.98987,31.14934,,,
tiredness.fidgeted.quoted,Haram Marioteya,29.98991,31.149921,,,
hints.nuance.innovator,Haram Mashaal,29.987768,31.14377,,,
wriggle.innocence.bland,Haram Mashaal,29.987614,31.143818,,,
bowls.baseballs.immune,Haram Mashaal - Al Mansoreya Road,29.98681,31.141321,,,
cured.king.project,Haram Mashaal - Al Mansoreya Road,29.986696,31.141378,,,
dabbing.puppy.daunted,Haram Mashaal - Al Mansoreya Road,29.986578,31.141068,,,
quoted.crop.examine,Haram Mashaal Bus Station,29.987705,31.14034,,,
ramps.icons.smaller,Haram Mashaal Bus Station,29.987938,31.140657,,,
beak.butter.limit,Haram Talbeya Bus Station,30.001972,31.181414,,,
reckoned.castle.revamping,Haram Talbeya Bus Station,30.001793,31.181437,,,
chair.mourner.lied,Haram Tunnel - Lebeny,29.988,31.149021,,,
conspire.valued.survey,Haram Tunnel - Lebeny,29.987968,31.148926,,,
proud.nuance.golden,Hareer St - Helwan,29.841393,31.307898,,,
refuses.small.dressings,Hareer St - Helwan,29.841452,31.307997,,,
condition.legs.adults,Hawamdeyya Bus Station - Entrance,29.897238,31.270447,,,
winner.outwit.routs,Hawamdeyya Bus Station - Entrance,29.897247,31.270351,,,
agreed.sizing.swordfish,Health Affairs Department - Agouza,30.067818,31.193562,,,
relatives.wooden.parked,Health Affairs Department - Agouza,30.067879,31.193472,,,
point.unzipped.stable,Health Insurance Hospital - Nasr City,30.059467,31.326296,,,
vision.tickling.private,Health Insurance Hospital - Nasr City,30.05981,31.326027,,,
mimic.salads.quaking,Hearing and Speech Institute - Imbaba,30.081364,31.225246,,,
warp.glare.slimmer,Hearing and Speech Institute - Imbaba,30.081566,31.225447,,,
pats.foil.budding,Heliopolis Courthouse Complex,30.103706,31.328114,,,
persuade.relishes.contacts,Heliopolis Courthouse Complex,30.10415,31.328476,,,
forkful.entry.reap,Heliopolis Hospital - Hegaz,30.107437,31.336325,,,
hurray.belonging.stopwatch,Heliopolis Hospital - Hegaz,30.10716,31.336462,,,
blaze.shock.conveying,Heliopolis Sporting Club,30.090183,31.315754,,,
walking.grips.limbs,Heliopolis Sporting Club,30.089014,31.31745,,,
elephant.touchy.unstated,Heliopolis Square,30.108374,31.33812,,,
winds.codes.mysteries,Heliopolis Square,30.108145,31.33883,,,
hamsters.airliners.teaching,Helmeyet El Zaitoun Metro,30.11298,31.314135,,,
sake.admit.suggested,Helmeyet El Zaitoun Metro,30.113127,31.31419,,,
ditching.natural.tensions,Helwan Bus Station,29.85348,31.331663,,,
lyricist.fires.petition,Helwan Mental Health Hospital,29.836367,31.335947,,,
pull.abruptly.headlight,Helwan Mental Health Hospital,29.836317,31.335808,,,
concerned.speeded.doors,Helwan Metro Bus Station,29.848576,31.333967,,,
deflect.overpower.terribly,Helwan Metro Bus Station,29.851938,31.334253,,,
monkey.fearfully.rocket,Helwan Metro Bus Station,29.84972,31.33528,,,
gone.argue.ignore,Helwan Post Office Bus Station,29.84743,31.33273,,,
response.lamenting.weaved,Helwan Post Office Bus Station,29.846409,31.334066,,,
uppermost.gifts.turntable,Helwan Public Club Bus Station,29.842035,31.335573,,,
besotted.bullion.former,Helwan University,29.869402,31.320698,,,
widget.flows.blotchy,Helwan University,29.869045,31.320093,,,
artist.marshes.chess,Herafyeen Bridge - End,30.138872,31.397068,,,
tortoises.driver.foreheads,Herafyeen Bridge - Start,30.138765,31.3972,,,
community.lizards.talents,Higher Institute For Hotels & Tourism - Sheraton,30.102913,31.380362,,,
exhales.timing.nutty,Higher Institute For Hotels & Tourism - Sheraton,30.102798,31.38019,,,
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0
fishery.darts.workshop,Higher Institute Of Marketing Commerce & Information Systems,30.066242,31.450056,New Cairo City,5712885.0,15000.0
suffer.saga.factoring,Hilton Ramses - Abd Al Moneim Riad,30.04995,31.23111,,,
measures.alternate.slower,Holding Co. For Water & Wastewater (HCWW),30.080078,31.230715,,,
punctual.forgiven.lifetimes,Holding Co. For Water & Wastewater (HCWW),30.080034,31.23081,,,
areas.pure.baths,Hospital 57357 - Magra Al Oyoun,30.025192,31.238302,,,
dressing.communal.landlady,Housing & Utilities Directorate - Giza,30.000895,31.204584,,,
onto.ecologist.belief,Huckstep,30.159626,31.468779,,,
singles.diver.javelin,Huckstep,30.15971,31.46868,,,
grin.applauded.punters,Huckstep Bridge - End,30.14311,31.403936,,,
recital.whoever.stolen,Huckstep Bridge - Start,30.143217,31.403751,,,
energetic.bedrooms.lamplight,Hussein Sedqy Mosque - Maadi,29.959015,31.251232,,,
shuttered.smashes.streamers,Hyper - Sheikh Zayed,30.03007,31.024,,,
imprinted.haggling.retail,Ibn Al Hakam Square - Heliopolis,30.109776,31.320295,,,
noun.lucky.bystander,Ibn Al Hakam Square - Heliopolis,30.11032,31.32029,,,
disprove.womb.brisk,Ibn Khaldoun School - Heliopolis,30.118225,31.32025,,,
shirtless.smoking.martini,Ibrahim Abdel Raziq St - Ain Shams St,30.126406,31.320024,,,
dissolves.trek.chimp,Ibrahim Al Afifi Alley - Mansoureyya Rd,29.974213,31.145119,,,
rather.shifts.drill,Ibrahim Al Afifi Alley - Mansoureyya Rd,29.974167,31.14489,,,
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0
clouds.comedians.halt,Ibrahim Al Rifaie School - 1st Settlement,30.070099,31.45631,New Cairo City,5712885.0,15000.0
anode.mammoths.subject,Ibrahim Anwar Mosque - Al Zaytoun,30.103159,31.300596,,,
scuba.powers.magazines,Ibrahim Anwar Mosque - Al Zaytoun,30.103012,31.300531,,,
desiring.repayment.takeover,Ibrahim Bek Bus Station,30.136824,31.263384,,,
ruffle.materials.expanded,Ibrahim Bek Bus Station,30.13686,31.263197,,,
guesswork.knitted.fictional,Ibrahim Bek Youth Center,30.133253,31.262106,,,
inherits.badge.starts,Ibrahim Bek Youth Center,30.13321,31.26229,,,
cookers.dusts.attitudes,Icon For Construction And Development,29.893797,31.315569,,,
qualifier.chill.valuables,Icon For Construction And Development,29.893703,31.31569,,,
liquid.fixture.name,Ideal Standard - Nasr Road,30.091213,31.372532,,,
specifies.jumped.wanting,Ideal Standard - Nasr Road,30.091053,31.372591,,,
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0
musically.leaves.limit,Ikea - CFC,30.03103,31.403511,New Cairo City,5712885.0,15000.0
agreeing.timing.incurring,Imam Al Shafei Mosque - Basateen Rd,30.012344,31.262177,,,
coupler.blows.growl,Imam Mohamed St - Anwar Al Sadat St,29.820017,31.376402,,,
officers.outlawing.crab,Imam Mohamed St - Anwar Al Sadat St,29.820087,31.376524,,,
lifeboats.thick.agents,Imbaba,30.07665,31.213968,,,
ponies.unloading.traffic,Imbaba,30.07833,31.217731,,,
ranks.jolly.replenish,Imbaba,30.076674,31.214165,,,
laugh.dabble.colder,Imbaba Bus Station,30.078262,31.21852,,,
prove.organist.groups,Imbaba Bus Station,30.078259,31.217115,,,
spreading.doubts.raves,Imbaba Bus Station,30.078299,31.218414,,,
committee.safari.healers,Imbaba Bus Station (East),30.077566,31.221828,,,
tenure.trappings.dots,Imbaba Bus Station (East),30.07766,31.22175,,,
pleasing.perplexed.worms,Imbaba Bus Station (North),30.081482,31.216576,,,
poets.octagonal.choppy,Imbaba Bus Station (North),30.081392,31.216545,,,
already.drum.grove,Imbaba Bus Station (West),30.07957,31.214594,,,
pythons.flipper.premiums,Imbaba Bus Station (West),30.079754,31.214539,,,
bloom.tugging.starts,Imbaba Fevers Hospital,30.083801,31.226295,,,
flush.cheese.sagging,Imbaba Fevers Hospital,30.083834,31.225988,,,
store.remembers.trifle,Imbaba Police Station,30.074944,31.222086,,,
cars.void.unwraps,Industrial Technical Institute - Azhar,30.056147,31.271927,,,
outlawing.premature.plump,International Garden,30.05171,31.338722,,,
robot.agency.panther,International Garden,30.051737,31.33893,,,
chosen.squeezed.shock,Isaaf,30.054693,31.238459,,,
postings.square.recall,Isaaf,30.054426,31.236492,,,
squashes.infects.pixel,Isaaf,30.053823,31.237951,,,
damp.tailwind.ripe,Isbiko Bus Station,30.181044,31.412497,,,
president.promising.cowboys,Isko,30.15113,31.277302,,,
absorbs.consults.user,Islamic Studies Institute - Waili,30.0563,31.279253,,,
economics.stir.gamer,Islamic Studies Institute - Waili,30.056223,31.279192,,,
flaked.scare.poetry,Ismailiya Desert Road - Belbeis Desert Road,30.150496,31.429932,,,
reference.toddler.feuds,Ismailiya Desert Road - Belbeis Desert Road,30.150192,31.429571,,,
positive.commented.fools,Jazirat Mohamed,30.112404,31.204418,,,
crossword.flattered.wharfs,Judges Club - Dokki,30.04289,31.219189,,,
secondly.physical.computers,Judges Club - Dokki,30.042915,31.219309,,,
kinder.helpfully.curvy,Juhayna Square,30.008562,30.98152,,,
save.trifling.wished,KFC - Al Lebeny,29.987125,31.149534,,,
sung.sensitive.shock,KFC - Al Lebeny,29.987192,31.149612,,,
screening.plots.nosedive,KFC - Al Manial,30.028227,31.226633,,,
display.closet.meatballs,KFC - Gameat Al Dowal St,30.055166,31.203672,,,
replaying.baths.token,KFC - Gameat Al Dowal St,30.055372,31.203403,,,
bespoke.carry.loom,KFC - King Faisal St,30.002823,31.171217,,,
crunches.hostels.robots,KFC - King Faisal St,30.002678,31.171305,,,
hires.farmland.soft,Kafr AL Shurafa,30.143358,31.358383,,,
salmon.fetching.magma,Kafr AL Shurafa,30.143417,31.358494,,,
fiction.recruiter.beam,Kafr Al Gabal Bus Station,29.959738,31.145939,,,
tasteful.nowadays.narrating,Kafr Hamza Mill,30.220135,31.32774,,,
unzipped.gifts.tropic,Kafr Hamza Mosque,30.230738,31.332205,,,
hill.cackling.mocking,Kafr Tohormos Steps - Ring Road,30.01822,31.166508,,,
stuffing.flocking.then,Kafr Tohormos Steps - Ring Road,30.018257,31.166325,,,
interview.resort.postings,Kafr Tuhurmis,30.016424,31.174715,,,
sidelined.pipeline.monorail,Kafr Tuhurmis,30.016388,31.174578,,,
appealing.indicate.fillers,Kahraba Club - Rod Al Farag,30.084936,31.232613,,,
swimsuits.best.dormant,Kahraba Club - Rod Al Farag,30.08505,31.232473,,,
bitters.shelving.plugged,Kempinski Hotel - Ring Road,30.060923,31.417397,,,
seasons.mini.derailed,Kempinski Hotel - Ring Road,30.061008,31.41722,,,
loaning.hooks.certainly,Kempinski Nile Hotel,30.037794,31.229729,,,
magnitude.obstinate.darker,Kerdasa,30.0362,31.116488,,,
universally.headliner.ladder,Kerdasa Saft El Laban Rd- Mazoun Rd,30.032202,31.135979,,,
yawned.swelling.gobblers,Kerdasa Saft El Laban Rd- Mazoun Rd,30.032131,31.13604,,,
misfits.groomed.calculate,Khair Zaman - Autostrad Zahraa Al Maadi,29.961248,31.289583,,,
decimals.chairing.shackles,Khalil Agha Military School,30.059015,31.262371,,,
swan.motivates.nudge,Khalil Agha Military School,30.059074,31.262318,,,
freedom.bottom.poorly,Khedr Al Touny - Al Tayaran,30.075596,31.322016,,,
lion.dress.plums,Khedr Al Touny - Al Tayaran,30.075857,31.322136,,,
skims.moderated.rummage,Khedr Al Touny - Al Tayaran,30.07555,31.322445,,,
itself.suspended.wage,Kheir Zaman - Ahmed Al Zomor,30.047047,31.359509,,,
belts.refutes.occupiers,Khofo Gate - Hadayek Al Ahram,29.977423,31.112318,,,
riskiest.montage.standard,Khosous (Ring Road Exit),30.158407,31.301918,,,
shins.princely.bandstand,Khosous (Ring Road Exit),30.158318,31.302074,,,
purified.flag.overlook,Kia Motors - Joseph Tito Street,30.136324,31.392082,,,
boils.varieties.bags,Kids Land - Mostafa Al Nahas,30.057266,31.369188,,,
title.notifying.unrealistic,Kids Land - Mostafa Al Nahas,30.057037,31.369213,,,
escape.amber.jetliner,Kilo 4.5 Bus Station,30.078749,31.381498,,,
prove.tribal.impresses,Kilo 4.5 Bus Station,30.079618,31.381516,,,
warm.cabbies.congratulations,Kilo 4.5 Bus Station,30.079372,31.381193,,,
weary.guessing.lungs,Kilo 4.5 Bus Station,30.079681,31.381142,,,
rules.smiled.escape,King Faisal St,29.99018,31.13518,,,
books.gangs.fiery,King Faisal St Bus Station,29.99048,31.135342,,,
large.garages.inspected,Kit Kat District,30.071037,31.21763,,,
taxpayers.lived.repair,Kit Kat District,30.071089,31.217554,,,
empire.drilled.unloads,Kit Kat Square,30.065704,31.213562,,,
mirroring.alleges.intention,Kit Kat Square,30.065157,31.213634,,,
pits.smooth.crinkled,Kit Kat Square,30.066555,31.213938,,,
scarcely.drape.astounded,Kobry Orabi,30.12201,31.250238,,,
threaded.fence.blurts,Kobry Orabi,30.122084,31.250387,,,
chairing.hero.sentences,Koleyet Al Banat - Azhar University,30.056826,31.326448,,,
gangway.envoy.once,Koleyet Al Banat - Azhar University,30.052738,31.324799,,,
response.amends.somewhere,Koleyet Al Banat - Azhar University,30.053013,31.325016,,,
witty.typist.class,Koleyet Al Banat - Azhar University,30.056837,31.326649,,,
behaving.efficient.slide,Koleyet Al Banat Metro Station,30.08393,31.32863,,,
bells.typically.durations,Korba District,30.093632,31.324766,,,
deodorant.debt.chess,Korba District,30.09241,31.323362,,,
straddled.ignoring.chipper,Korba District,30.092583,31.323229,,,
commended.dating.cackling,Koshary Abu Hanafy - Moqattam,29.99965,31.331047,,,
tougher.comedy.best,Koshary Abu Hanafy - Moqattam,29.999624,31.330963,,,
dozed.attaching.clinic,Koshary Al Tahrir - Nasr St,29.975891,31.284729,,,
raves.ranted.demotion,Koshary Al Tahrir - Nasr St,29.976028,31.284718,,,
vocally.treatable.ogre,Koshary Aladin - Shobra,30.070969,31.247192,,,
organ.meanders.skyrocket,Koshary Hend - Masaken Al Wehda,30.128618,31.260704,,,
worksheet.inhabited.mammal,Koshary Hend - Masaken Al Wehda,30.12872,31.260933,,,
exotic.campers.slimming,Language Institute - Qobba,30.081501,31.299568,,,
questions.breached.tones,Language Institute - Qobba,30.081593,31.299667,,,
euphoric.costumed.exporters,Leather and Tanning Company - Autostrad,30.00009,31.27656,,,
regaining.dried.parent,Leather and Tanning Company - Autostrad,30.000038,31.276407,,,
melons.kilt.without,Lebanon Square (Medan Lebnan),30.059843,31.192621,,,
defenders.forever.little,Lebanon Square Bus Station,30.059175,31.189756,,,
handyman.crib.matchbox,Libya St - Om Bayoumi,30.134573,31.251005,,,
hopefully.civil.overdrive,Libya St - Om Bayoumi,30.134546,31.250698,,,
leathers.later.cheerily,Licensing Complex - Shubra,30.108032,31.257969,,,
soggy.trucked.tomb,Licensing Complex - Shubra,30.107973,31.25775,,,
muddy.reclined.toasters,Lotfy Al Sayed St - Masr Wal Sudan St,30.07459,31.272902,,,
ranked.innovator.spotted,Lux School - Marg,30.158333,31.328917,,,
anode.warbler.basically,MCS Oil - Zahraa Al Maadi,29.964432,31.3197,,,
caressed.skis.stop,MCS Oil - Zahraa Al Maadi,29.964256,31.319916,,,
crumble.hologram.fuzz,MIU - Obour,30.166313,31.491087,,,
slumped.flinches.regard,MIU - Obour,30.166183,31.492315,,,
fluid.long.hothouse,Maadi Corniche Exit - Ring Road,29.98974,31.227571,,,
reveal.searcher.deal,Maadi Corniche Exit - Ring Road,29.989618,31.22778,,,
clipboard.stag.pylons,Maadi Metro Bus Station,29.96018,31.257246,,,
pipeline.masses.risking,Maadi Metro Bus Station,29.961842,31.258198,,,
employers.regard.direction,Maadi Military Hospital,29.968164,31.239489,,,
lazy.outnumber.funded,Maadi Military Hospital,29.967838,31.239618,,,
froth.lame.rezoning,Maahad - 5th Settlement,29.993313,31.434494,New Cairo City,5712885.0,15000.0
froth.lame.rezoning,Maahad - 5th Settlement,29.993313,31.434494,New Cairo City,5712885.0,15000.0
froth.lame.rezoning,Maahad - 5th Settlement,29.993313,31.434494,New Cairo City,5712885.0,15000.0
froth.lame.rezoning,Maahad - 5th Settlement,29.993313,31.434494,New Cairo City,5712885.0,15000.0
kinks.argue.unions,Maahad - 5th Settlement,29.993462,31.434761,New Cairo City,5712885.0,15000.0
kinks.argue.unions,Maahad - 5th Settlement,29.993462,31.434761,New Cairo City,5712885.0,15000.0
kinks.argue.unions,Maahad - 5th Settlement,29.993462,31.434761,New Cairo City,5712885.0,15000.0
kinks.argue.unions,Maahad - 5th Settlement,29.993462,31.434761,New Cairo City,5712885.0,15000.0
brain.swung.culling,Maasara - Autostrad,29.91316,31.298084,,,
defeat.affirming.curving,Maasara - Autostrad,29.913094,31.297924,,,
formless.tailing.reliving,Madbah - Magra Al Oyoun,30.020966,31.240217,,,
shiny.radiating.annotated,Madbah - Magra Al Oyoun,30.020893,31.240175,,,
lushly.retire.dads,Madbah Steps - Ring Road,30.149805,31.247515,,,
